epoch,accuracy,loss,val_accuracy,val_loss
0,0.3252145051956177,1.357818603515625,0.31700289249420166,1.3675565719604492
1,0.33490175008773804,1.342453956604004,0.3285302519798279,1.3648221492767334
2,0.34154441952705383,1.334052324295044,0.33717578649520874,1.3675129413604736
3,0.3512316644191742,1.3338278532028198,0.3256484270095825,1.3743371963500977
4,0.3501245379447937,1.3292229175567627,0.33141210675239563,1.379693865776062
5,0.3512316644191742,1.3250927925109863,0.319884717464447,1.3854824304580688
6,0.35399943590164185,1.323132872581482,0.33141210675239563,1.3821337223052979
7,0.35067811608314514,1.3217144012451172,0.3141210377216339,1.3810597658157349
8,0.35649046301841736,1.3194462060928345,0.34293949604034424,1.3886985778808594
9,0.35510656237602234,1.318629503250122,0.34870317578315735,1.3852837085723877
10,0.3581511080265045,1.314881443977356,0.3025936484336853,1.378068447113037
11,0.36756157875061035,1.314321756362915,0.3342939615249634,1.386171579360962
12,0.3703293800354004,1.3118269443511963,0.33717578649520874,1.394857406616211
13,0.359258234500885,1.3125332593917847,0.3256484270095825,1.3822124004364014
14,0.3623028099536896,1.3106051683425903,0.33717578649520874,1.387210488319397
15,0.36617767810821533,1.3077054023742676,0.3285302519798279,1.3927679061889648
16,0.36977580189704895,1.3088446855545044,0.33717578649520874,1.3885257244110107
17,0.3670080304145813,1.307573914527893,0.34293949604034424,1.382928490638733
18,0.37420424818992615,1.2998604774475098,0.33717578649520874,1.394892692565918
19,0.3714364767074585,1.3050287961959839,0.3458213210105896,1.380778193473816
20,0.37669527530670166,1.298485279083252,0.33717578649520874,1.3807224035263062
21,0.3769720494747162,1.2987996339797974,0.32276657223701477,1.3973522186279297
22,0.3667312562465668,1.2965240478515625,0.319884717464447,1.3881354331970215
23,0.37337392568588257,1.2943222522735596,0.3573487102985382,1.4055864810943604
24,0.3747578263282776,1.293021321296692,0.33141210675239563,1.3980460166931152
