epoch,accuracy,loss,val_accuracy,val_loss
0,0.45751452445983887,1.2325278520584106,0.4985590875148773,1.1450250148773193
1,0.63935786485672,0.8757603764533997,0.5389049053192139,1.1727635860443115
2,0.7146415710449219,0.7168849110603333,0.5619596838951111,1.0783339738845825
3,0.7794076800346375,0.5770266652107239,0.5763688683509827,1.151183843612671
4,0.8115139603614807,0.4894830286502838,0.559077799320221,1.2356444597244263
5,0.8483254909515381,0.4028812050819397,0.5619596838951111,1.3188848495483398
6,0.8760033249855042,0.3300667703151703,0.5648415088653564,1.490822434425354
7,0.899252712726593,0.27269265055656433,0.5936599373817444,1.450394630432129
8,0.924439549446106,0.22379419207572937,0.5878962278366089,1.5579123497009277
9,0.9380016326904297,0.18153250217437744,0.5446686148643494,1.9212472438812256
10,0.9344035387039185,0.19093960523605347,0.5706051588058472,1.8088419437408447
11,0.9374480843544006,0.1713130921125412,0.5533141493797302,1.9892016649246216
12,0.9526709318161011,0.13921794295310974,0.5648415088653564,2.0449304580688477
13,0.9584832787513733,0.12612327933311462,0.5533141493797302,2.102586507797241
14,0.9681705236434937,0.0986633226275444,0.5561959743499756,2.25321102142334
15,0.9623581767082214,0.10903128236532211,0.5763688683509827,2.165776014328003
16,0.9673401713371277,0.10578589141368866,0.5475504398345947,2.3985202312469482
17,0.9673401713371277,0.09783690422773361,0.5561959743499756,2.265725612640381
18,0.9662330746650696,0.09399661421775818,0.5561959743499756,2.486605644226074
19,0.971491813659668,0.08248786628246307,0.5561959743499756,2.2030766010284424
20,0.9703847169876099,0.08470609784126282,0.5446686148643494,2.7136197090148926
21,0.973706066608429,0.0755469799041748,0.5677233338356018,2.4361178874969482
22,0.9640188217163086,0.10008683055639267,0.5504322648048401,2.352065324783325
23,0.9759202599525452,0.06468808650970459,0.579250693321228,2.527221202850342
24,0.971491813659668,0.07681301981210709,0.5677233338356018,3.032662868499756
